Region,Sub-region,Country,Indicator,Year,Count,Rate
Europe,Northern Europe,Ireland,Mortality: Total deaths,2014,9,238.284352661
Europe,Northern Europe,Ireland,Mortality: Total deaths,2013,10,244.618395303
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2014,47,642.691098045
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2013,27,394.390885188
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2012,29,441.064638783
Europe,Eastern Europe,Republic of Moldova,Mortality: Deaths due to external causes,2013,25,365.176745545
Europe,Eastern Europe,Republic of Moldova,Mortality: Deaths due to external causes,2012,23,349.809885932
Europe,Eastern Europe,Republic of Moldova,Mortality: Death by intentional homicide,2013,2,29.214139644
Europe,Eastern Europe,Republic of Moldova,Mortality: Death by intentional homicide,2012,5,76.045627376
Europe,Eastern Europe,Republic of Moldova,Mortality: Death by suicide,2012,1,15.209125475
Europe,Western Europe,Switzerland,Mortality: Total deaths,2013,10,150.738619234
Europe,Western Europe,Switzerland,Mortality: Total deaths,2012,29,475.254015077
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2013,2,30.147723847
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2012,9,147.492625369
Europe,Western Europe,Austria,Mortality: Total deaths,2014,23,264.611136677
Europe,Western Europe,Austria,Mortality: Total deaths,2013,39,440.081245768
Europe,Western Europe,Netherlands,Mortality: Total deaths,2012,25,185.556297781
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2012,0,0
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2012,10,74.222519112
Europe,Eastern Europe,Poland,Mortality: Total deaths,2013,109,135.969562777
Europe,Northern Europe,Finland,Mortality: Total deaths,2013,5,151.745068285
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2013,2,60.698027314
Europe,Northern Europe,Finland,Mortality: Death by suicide,2013,2,60.698027314
Europe,Southern Europe,Andorra,Mortality: Total deaths,2013,0,0
Europe,Southern Europe,Andorra,Mortality: Deaths due to external causes,2013,0,0
Europe,Southern Europe,Andorra,Mortality: Death by intentional homicide,2013,0,0
Europe,Southern Europe,Andorra,Mortality: Death by suicide,2013,0,0
Europe,Southern Europe,Italy,Mortality: Total deaths,2014,94,171.705178555
Europe,Southern Europe,Italy,Mortality: Total deaths,2013,154,241.197844882
Europe,Southern Europe,Italy,Mortality: Death by intentional homicide,2014,1,1.826650836
Europe,Southern Europe,Italy,Mortality: Death by intentional homicide,2013,0,0
Europe,Southern Europe,Italy,Mortality: Death by suicide,2014,43,78.545985935
Europe,Southern Europe,Italy,Mortality: Death by suicide,2013,42,65.781230422
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2010,55,79.407475853
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2011,63,92.206366630
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2012,56,83.455038598
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2013,42,65.781230422
Europe,Southern Europe,Italy,Mortality: Deaths due to external causes,2014,44,80.372636770
Europe,Northern Europe,Norway,Mortality: Total deaths,2013,12,310.157663479
Europe,Northern Europe,Norway,Mortality: Deaths due to external causes,2013,11,284.311191522
Europe,Northern Europe,Norway,Mortality: Death by intentional homicide,2013,0,0
Europe,Northern Europe,Norway,Mortality: Death by suicide,2013,11,284.311191522
Europe,Eastern Europe,Romania,Mortality: Death by intentional homicide,2012,0,0
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2014,28,355.781448539
Europe,Eastern Europe,Bulgaria,Mortality: Death by suicide,2014,0,0
Europe,Northern Europe,Finland,Mortality: Total deaths,2015,3,95.693779904
Europe,Northern Europe,Finland,Mortality: Total deaths,2014,9,285.895806861
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2014,5,158.831003812
Europe,Northern Europe,Finland,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Finland,Mortality: Death by suicide,2015,2,63.795853270
Europe,Northern Europe,Finland,Mortality: Death by suicide,2014,2,63.532401525
Europe,Eastern Europe,Romania,Mortality: Total deaths,2014,122,404.562939382
Europe,Eastern Europe,Romania,Mortality: Deaths due to external causes,2014,13,43.109165672
Europe,Eastern Europe,Romania,Mortality: Death by suicide,2014,13,43.109165672
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2015,18,181.579743771
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2014,18,179.640718563
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2015,14,141.228689600
Europe,Eastern Europe,Slovakia,Mortality: Deaths due to external causes,2014,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2015,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by intentional homicide,2014,0,0
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2015,4,40.351054171
Europe,Eastern Europe,Slovakia,Mortality: Death by suicide,2014,6,59.880239521
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2015,3,214.438884918
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2014,6,394.218134034
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2015,3,214.438884918
Europe,Southern Europe,Slovenia,Mortality: Deaths due to external causes,2014,6,394.218134034
Europe,Southern Europe,Slovenia,Mortality: Death by suicide,2015,3,214.438884918
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2015,257,304.343707072
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2014,243,290.398910108
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2014,98,117.115609838
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2015,8,9.473734072
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2014,3,3.585171730
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2014,89,106.360094649
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2013,76,92.814225001
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2015,2,138.217000691
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2014,1,58.513750731
Europe,Southern Europe,Holy See,Mortality: Total deaths,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Total deaths,2014,0,
Europe,Southern Europe,Holy See,Mortality: Deaths due to external causes,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Deaths due to external causes,2014,0,
Europe,Southern Europe,Holy See,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Death by intentional homicide,2014,0,
Europe,Southern Europe,Holy See,Mortality: Death by suicide,2015,0,0
Europe,Southern Europe,Holy See,Mortality: Death by suicide,2014,0,
Europe,Southern Europe,Portugal,Mortality: Total deaths,2015,67,466.151812426
Europe,Southern Europe,Portugal,Mortality: Total deaths,2014,73,514.156923510
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2015,13,90.447366590
Europe,Southern Europe,Portugal,Mortality: Deaths due to external causes,2014,22,154.951401606
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2015,2,13.914979475
Europe,Southern Europe,Portugal,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2015,11,76.532387115
Europe,Southern Europe,Portugal,Mortality: Death by suicide,2014,22,154.951401606
Europe,Southern Europe,Spain,Mortality: Total deaths,2014,153,235.323069351
Europe,Southern Europe,Spain,Mortality: Deaths due to external causes,2014,68,104.588030823
Europe,Southern Europe,Spain,Mortality: Death by intentional homicide,2014,3,4.614177830
Europe,Southern Europe,Spain,Mortality: Death by suicide,2014,27,41.527600474
Europe,Southern Europe,Albania,Mortality: Total deaths,2014,12,210.933380207
Europe,Southern Europe,Albania,Mortality: Deaths due to external causes,2014,9,158.200035156
Europe,Southern Europe,Albania,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Albania,Mortality: Death by suicide,2014,3,52.733345052
Europe,Northern Europe,Latvia,Mortality: Total deaths,2015,17,385.574960308
Europe,Northern Europe,Latvia,Mortality: Total deaths,2014,28,590.094836670
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2015,3,68.042640054
Europe,Northern Europe,Latvia,Mortality: Deaths due to external causes,2014,5,105.374077977
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Latvia,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Latvia,Mortality: Death by suicide,2015,3,68.042640054
Europe,Northern Europe,Latvia,Mortality: Death by suicide,2014,5,105.374077977
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2015,39,530.251529572
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2014,43,497.915701714
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2015,11,149.558123725
Europe,Northern Europe,Lithuania,Mortality: Deaths due to external causes,2014,12,138.953219083
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2015,3,40.788579198
Europe,Northern Europe,Lithuania,Mortality: Death by intentional homicide,2014,1,11.579434924
Europe,Northern Europe,Lithuania,Mortality: Death by suicide,2015,8,108.769544528
Europe,Northern Europe,Lithuania,Mortality: Death by suicide,2014,11,127.373784159
Europe,Southern Europe,Malta,Mortality: Total deaths,2015,2,351.493848858
Europe,Southern Europe,Malta,Mortality: Deaths due to external causes,2015,2,351.493848858
Europe,Southern Europe,Malta,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Malta,Mortality: Death by suicide,2015,0,0
Europe,Eastern Europe,Poland,Mortality: Total deaths,2015,105,144.439094848
Europe,Eastern Europe,Poland,Mortality: Total deaths,2014,107,134.854118092
Europe,Northern Europe,Sweden,Mortality: Total deaths,2014,16,275.529533322
Europe,Northern Europe,Sweden,Mortality: Deaths due to external causes,2014,8,137.764766661
Europe,Northern Europe,Sweden,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Sweden,Mortality: Death by suicide,2014,7,120.544170828
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2014,31,166.148568978
Europe,Eastern Europe,Czechia,Mortality: Death by intentional homicide,2014,1,5.359631257
Europe,Eastern Europe,Czechia,Mortality: Death by suicide,2014,13,69.675206346
Europe,Southern Europe,Greece,Mortality: Total deaths,2013,39,307.255967856
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2015,1,1886.792452830
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2014,0,0
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2015,0,0
Europe,Western Europe,Liechtenstein,Mortality: Deaths due to external causes,2014,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2015,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by intentional homicide,2014,0,0
Europe,Western Europe,Liechtenstein,Mortality: Death by suicide,2015,1,1886.792452830
Europe,Western Europe,Liechtenstein,Mortality: Death by suicide,2014,0,0
Europe,Southern Europe,Montenegro,Mortality: Total deaths,2014,8,712.377560107
Europe,Southern Europe,Montenegro,Mortality: Deaths due to external causes,2014,8,712.377560107
Europe,Northern Europe,Denmark,Mortality: Total deaths,2015,4,124.882922260
Europe,Northern Europe,Denmark,Mortality: Death by intentional homicide,2015,0,0
Europe,Northern Europe,Denmark,Mortality: Death by intentional homicide,2014,0,0
Europe,Northern Europe,Denmark,Mortality: Death by suicide,2015,2,62.441461130
Europe,Northern Europe,Denmark,Mortality: Death by suicide,2014,2,55.819145967
Europe,Northern Europe,Estonia,Mortality: Total deaths,2015,4,141.693234148
Europe,Northern Europe,Estonia,Mortality: Total deaths,2014,8,263.678312459
Europe,Northern Europe,Estonia,Mortality: Death by intentional homicide,2015,0,0
Europe,Western Europe,Germany,Mortality: Total deaths,2014,152,240.399822863
Europe,Western Europe,Germany,Mortality: Death by suicide,2014,60,94.894666920
Europe,Western Europe,Belgium,Mortality: Total deaths,2015,44,400.218300891
Europe,Western Europe,Belgium,Mortality: Total deaths,2014,59,501.317019288
Europe,Western Europe,Belgium,Mortality: Death by suicide,2015,16,145.533927597
Europe,Western Europe,Belgium,Mortality: Death by suicide,2014,18,152.944175376
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Total deaths,2015,8,293.040293040
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Deaths due to external causes,2015,1,36.630036630
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Death by suicide,2015,1,36.630036630
Europe,Southern Europe,Croatia,Mortality: Total deaths,2015,11,329.242741694
Europe,Southern Europe,Croatia,Mortality: Deaths due to external causes,2015,1,29.931158336
Europe,Southern Europe,Croatia,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Croatia,Mortality: Death by suicide,2015,1,29.931158336
Europe,Western Europe,Monaco,Mortality: Total deaths,2015,0,0
Europe,Western Europe,Monaco,Mortality: Total deaths,2014,0,0
Europe,Western Europe,Monaco,Mortality: Deaths due to external causes,2015,0,0
Europe,Western Europe,Monaco,Mortality: Deaths due to external causes,2014,0,0
Europe,Western Europe,Monaco,Mortality: Death by intentional homicide,2015,0,0
Europe,Western Europe,Monaco,Mortality: Death by intentional homicide,2014,0,0
Europe,Western Europe,Monaco,Mortality: Death by suicide,2015,0,0
Europe,Western Europe,Monaco,Mortality: Death by suicide,2014,0,0
Europe,Western Europe,Netherlands,Mortality: Total deaths,2015,47,433.179723502
Europe,Western Europe,Netherlands,Mortality: Total deaths,2014,39,326.797385621
Europe,Western Europe,Netherlands,Mortality: Total deaths,2013,25,196.525430391
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2015,1,9.216589862
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2014,0,0
Europe,Western Europe,Netherlands,Mortality: Death by intentional homicide,2013,1,7.861017216
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2015,12,110.599078341
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2014,16,134.070722306
Europe,Western Europe,Netherlands,Mortality: Death by suicide,2013,8,62.888137725
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Total deaths,2015,24,309.917355372
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Total deaths,2014,24,310.438494373
Europe,Northern Europe,United Kingdom (Scotland),Mortality: Death by suicide,2014,3,38.804811797
Europe,Southern Europe,Andorra,Mortality: Total deaths,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Total deaths,2014,0,0
Europe,Southern Europe,Andorra,Mortality: Deaths due to external causes,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Deaths due to external causes,2014,0,0
Europe,Southern Europe,Andorra,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Death by intentional homicide,2014,0,0
Europe,Southern Europe,Andorra,Mortality: Death by suicide,2015,0,0
Europe,Southern Europe,Andorra,Mortality: Death by suicide,2014,0,0
Europe,Western Europe,Switzerland,Mortality: Total deaths,2015,24,369.344413666
Europe,Western Europe,Switzerland,Mortality: Total deaths,2014,15,230.096640589
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2015,10,153.893505694
Europe,Western Europe,Switzerland,Mortality: Death by suicide,2014,9,138.057984353
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2015,3828,592.491700009
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2014,4097,609.991230539
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2013,4197,619.678216177
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2015,598,92.557480827
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2014,623,92.756782188
Europe,Eastern Europe,Russian Federation,Mortality: Deaths due to external causes,2013,683,100.843512425
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2015,392,60.673131244
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2014,404,60.150465496
Europe,Eastern Europe,Russian Federation,Mortality: Death by suicide,2013,410,60.535637034
Europe,Western Europe,France,Mortality: Total deaths,2015,259,388.433966226
Europe,Western Europe,France,Mortality: Total deaths,2014,219,330.466274332
Europe,Southern Europe,Italy,Mortality: Total deaths,2015,108,202.209324097
Europe,Southern Europe,Italy,Mortality: Death by intentional homicide,2015,0,0
Europe,Southern Europe,Italy,Mortality: Death by suicide,2015,39,73.020033702
Europe,Western Europe,France,Mortality: Total deaths,2016,266,388.707037643
Europe,Western Europe,France,Mortality: Total deaths,2013,242,360.790160268
Europe,Western Europe,France,Mortality: Deaths due to external causes,2016,131,191.430909516
Europe,Western Europe,France,Mortality: Deaths due to external causes,2015,129,193.467110591
Europe,Western Europe,France,Mortality: Deaths due to external causes,2014,111,167.496604799
Europe,Western Europe,France,Mortality: Deaths due to external causes,2013,112,166.977264256
Europe,Western Europe,France,Mortality: Death by intentional homicide,2016,6,8.767827917
Europe,Western Europe,France,Mortality: Death by intentional homicide,2015,3,4.499235130
Europe,Western Europe,France,Mortality: Death by intentional homicide,2014,1,1.508978422
Europe,Western Europe,France,Mortality: Death by intentional homicide,2013,1,1.490868431
Europe,Western Europe,France,Mortality: Death by suicide,2016,125,182.663081599
Europe,Western Europe,France,Mortality: Death by suicide,2015,126,188.967875461
Europe,Western Europe,France,Mortality: Death by suicide,2014,110,165.987626377
Europe,Western Europe,France,Mortality: Death by suicide,2013,111,165.486395826
Europe,Western Europe,France,Mortality: Death due to natural causes,2016,135,197.276128127
Europe,Western Europe,France,Mortality: Death due to natural causes,2015,130,194.966855635
Europe,Western Europe,France,Mortality: Death due to natural causes,2014,108,162.969669534
Europe,Western Europe,France,Mortality: Death due to natural causes,2013,130,193.812896012
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2016,354,423.424716521
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2016,136,162.671642505
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Deaths due to external causes,2015,110,130.263843494
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by intentional homicide,2016,3,3.588345055
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by suicide,2015,90,106.579508313
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by accident or other causes,2015,12,14.210601108
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by accident or other causes,2014,6,7.170343459
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death by accident or other causes,2013,4,4.884959211
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death due to natural causes,2015,147,174.079863578
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death due to natural causes,2014,145,173.283300270
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Death due to natural causes,2013,131,159.982414147
Europe,Northern Europe,Finland,Mortality: Total deaths,2016,4,126.742712294
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2016,2,63.371356147
Europe,Northern Europe,Finland,Mortality: Deaths due to external causes,2015,2,63.795853270
Europe,Northern Europe,Finland,Mortality: Death by intentional homicide,2016,0,0
Europe,Northern Europe,Finland,Mortality: Death by intentional homicide,2014,1,31.766200762
Europe,Northern Europe,Finland,Mortality: Death by intentional homicide,2013,0,0
Europe,Northern Europe,Finland,Mortality: Death by suicide,2016,2,63.371356147
Europe,Northern Europe,Finland,Mortality: Death by accident or other causes,2016,0,0
Europe,Northern Europe,Finland,Mortality: Death by accident or other causes,2015,0,0
Europe,Northern Europe,Finland,Mortality: Death by accident or other causes,2014,2,63.532401525
Europe,Northern Europe,Finland,Mortality: Death by accident or other causes,2013,0,0
Europe,Northern Europe,Finland,Mortality: Death due to natural causes,2016,2,63.371356147
Europe,Northern Europe,Finland,Mortality: Death due to natural causes,2015,1,31.897926635
Europe,Northern Europe,Finland,Mortality: Death due to natural causes,2014,4,127.064803050
Europe,Northern Europe,Finland,Mortality: Death due to natural causes,2013,3,91.047040971
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Total deaths,2016,5,355.366027008
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Death due to natural causes,2016,1,71.073205402
Europe,Northern Europe,United Kingdom (Northern Ireland),Mortality: Death due to natural causes,2013,1,55.679287305
Europe,Northern Europe,Iceland,Mortality: Total deaths,2013,2,1360.544217687
Europe,Southern Europe,Serbia,Mortality: Total deaths,2013,69,687.867610408
Europe,Northern Europe,Denmark,Mortality: Total deaths,2014,4,111.638291934
Europe,Northern Europe,Iceland,Mortality: Total deaths,2014,0,0
Europe,Northern Europe,Norway,Mortality: Total deaths,2014,6,146.234462588
Europe,Southern Europe,Serbia,Mortality: Total deaths,2014,37,359.642301711
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2015,43,580.453563715
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2015,43,206.076871466
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2015,49,608.620047199
Europe,Eastern Europe,Romania,Mortality: Total deaths,2015,113,398.814145550
Europe,Northern Europe,Iceland,Mortality: Total deaths,2015,0,0
Europe,Northern Europe,Norway,Mortality: Total deaths,2015,5,123.274161736
Europe,Northern Europe,Sweden,Mortality: Total deaths,2015,8,140.572834300
Europe,Southern Europe,Albania,Mortality: Total deaths,2015,11,183.915733155
Europe,Southern Europe,Greece,Mortality: Total deaths,2015,60,624.284673811
Europe,Southern Europe,Serbia,Mortality: Total deaths,2015,61,606.120826709
Europe,Southern Europe,Spain,Mortality: Total deaths,2015,157,254.812218002
Europe,Western Europe,Austria,Mortality: Total deaths,2015,34,
Europe,Western Europe,Germany,Mortality: Total deaths,2015,146,231.672484925
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2016,48,653.505786249
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2016,43,191.272630221
Europe,Eastern Europe,Hungary,Mortality: Total deaths,2016,64,362.441952656
Europe,Eastern Europe,Poland,Mortality: Total deaths,2016,123,170.338877425
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2016,54,696.774193548
Europe,Eastern Europe,Romania,Mortality: Total deaths,2016,98,356.947732653
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2016,3408,540.819322230
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2016,30,300.150075038
Europe,Northern Europe,Denmark,Mortality: Total deaths,2016,12,352.112676056
Europe,Northern Europe,Estonia,Mortality: Total deaths,2016,2,69.832402235
Europe,Northern Europe,Iceland,Mortality: Total deaths,2016,0,0
Europe,Northern Europe,Latvia,Mortality: Total deaths,2016,17,400.659910441
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2016,38,557.593543654
Europe,Northern Europe,Norway,Mortality: Total deaths,2016,6,143.129770992
Europe,Northern Europe,Sweden,Mortality: Total deaths,2016,8,141.392718275
Europe,Southern Europe,Albania,Mortality: Total deaths,2016,17,281.876968994
Europe,Southern Europe,Andorra,Mortality: Total deaths,2016,1,2173.913043478
Europe,Southern Europe,Bosnia and Herzegovina,Mortality: Total deaths,2016,11,388.418079096
Europe,Southern Europe,Croatia,Mortality: Total deaths,2016,11,353.925353925
Europe,Southern Europe,Greece,Mortality: Total deaths,2016,46,481.171548117
Europe,Southern Europe,Italy,Mortality: Total deaths,2016,103,184.000857480
Europe,Southern Europe,Kosovo under UNSCR 1244,Mortality: Total deaths,2016,4,242.718446602
Europe,Southern Europe,Montenegro,Mortality: Total deaths,2016,6,534.283170080
Europe,Southern Europe,Portugal,Mortality: Total deaths,2016,68,488.611051232
Europe,Southern Europe,Serbia,Mortality: Total deaths,2016,48,449.775112444
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2016,5,382.262996942
Europe,Southern Europe,Spain,Mortality: Total deaths,2016,156,261.793283995
Europe,Western Europe,Austria,Mortality: Total deaths,2016,40,464.090961829
Europe,Western Europe,Germany,Mortality: Total deaths,2016,163,253.534709368
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2016,0,0
Europe,Western Europe,Luxembourg,Mortality: Total deaths,2016,2,276.243093923
Europe,Western Europe,Monaco,Mortality: Total deaths,2016,0,0
Europe,Western Europe,Netherlands,Mortality: Total deaths,2016,30,282.992170550
Europe,Western Europe,Switzerland,Mortality: Total deaths,2016,17,261.257107730
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2017,36,515.168860904
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2017,37,166.975044000
Europe,Eastern Europe,Hungary,Mortality: Total deaths,2017,75,432.451133022
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2017,42,550.386581051
Europe,Eastern Europe,Romania,Mortality: Total deaths,2017,91,388.059701493
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2017,3071,509.983792114
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2017,29,289.190267252
Europe,Northern Europe,Denmark,Mortality: Total deaths,2017,9,263.311878291
Europe,Northern Europe,Estonia,Mortality: Total deaths,2017,5,183.621006243
Europe,Northern Europe,Finland,Mortality: Total deaths,2017,2,64.892926671
Europe,Northern Europe,Iceland,Mortality: Total deaths,2017,1,729.927007299
Europe,Northern Europe,Latvia,Mortality: Total deaths,2017,12,318.725099602
Europe,Northern Europe,Lithuania,Mortality: Total deaths,2017,33,500.075769056
Europe,Northern Europe,Norway,Mortality: Total deaths,2017,5,120.076849183
Europe,Northern Europe,Sweden,Mortality: Total deaths,2017,8,140.031507089
Europe,Northern Europe,United Kingdom (England and Wales),Mortality: Total deaths,2017,295,349.356355325
Europe,Southern Europe,Albania,Mortality: Total deaths,2017,23,405.357772295
Europe,Southern Europe,Andorra,Mortality: Total deaths,2017,1,2325.581395349
Europe,Southern Europe,Croatia,Mortality: Total deaths,2017,14,438.871473354
Europe,Southern Europe,Greece,Mortality: Total deaths,2017,37,369.593447208
Europe,Southern Europe,Italy,Mortality: Total deaths,2017,126,213.421863884
Europe,Southern Europe,Kosovo under UNSCR 1244,Mortality: Total deaths,2017,5,292.568753657
Europe,Southern Europe,Portugal,Mortality: Total deaths,2017,69,507.838374917
Europe,Southern Europe,Serbia,Mortality: Total deaths,2017,55,508.929397613
Europe,Southern Europe,Slovenia,Mortality: Total deaths,2017,4,303.951367781
Europe,Southern Europe,Spain,Mortality: Total deaths,2017,147,249.940490359
Europe,Western Europe,Austria,Mortality: Total deaths,2017,33,372.797107998
Europe,Western Europe,France,Mortality: Total deaths,2017,153,221.822715806
Europe,Western Europe,Germany,Mortality: Total deaths,2017,173,262.754210902
Europe,Western Europe,Liechtenstein,Mortality: Total deaths,2017,0,0
Europe,Western Europe,Luxembourg,Mortality: Total deaths,2017,2,292.397660819
Europe,Western Europe,Netherlands,Mortality: Total deaths,2017,46,423.027404819
Europe,Western Europe,Switzerland,Mortality: Total deaths,2017,18,274.223034735
Europe,Eastern Europe,Bulgaria,Mortality: Total deaths,2018,32,481.130657044
Europe,Eastern Europe,Czechia,Mortality: Total deaths,2018,41,190.017147889
Europe,Eastern Europe,Hungary,Mortality: Total deaths,2018,71,411.570343748
Europe,Eastern Europe,Poland,Mortality: Total deaths,2018,170,233.458760197
Europe,Eastern Europe,Republic of Moldova,Mortality: Total deaths,2018,28,400.801603206
Europe,Eastern Europe,Romania,Mortality: Total deaths,2018,103,495.382839554
Europe,Eastern Europe,Russian Federation,Mortality: Total deaths,2018,2729,484.581810692
Europe,Eastern Europe,Slovakia,Mortality: Total deaths,2018,17,165.144744511
Europe,Northern Europe,Denmark,Mortality: Total deaths,2018,8,220.082530949
Europe,Northern Europe,Estonia,Mortality: Total deaths,2018,8,309.597523220
Europe,Northern Europe,Finland,Mortality: Total deaths,2018,3,101.488497970
Europe,Northern Europe,Iceland,Mortality: Total deaths,2018,1,735.294117647
Europe,Northern Europe,Latvia,Mortality: Total deaths,2018,24,681.431005111
